Chapter;Latin Text;Old High German Text;Biblical References
XXXII, 8; Verumtamen diligite inimicos vestros et bene facite et mutuum date nihil disperantes, et erit merces vestra multa, et eritis filii altissimi, quia ipse benignus est super ingratos et malos.;Thoh uuidaro minnot íuuara fianta inti tuot ín uuola inti uuehsal gebet niouuiht zuruuanenti, inti ist iuuar mieta mihhilu, inti ír birut kind thes hohisten, uuanta her ginadig ist ubar unthancbare inti ubile.;Lc 6 35
XXXII, 9; Estote ergo misericordes, sicut et pater vester misericors est.;Uueset miltherze, sósó iuuar fater miltherzi ist.;Lc 6 36
XXXII, 10; Estote ergo vos perfecti, sicut pater vester cælestis perfectus est.;Uueset ír thuruhthigane, sósó íuuar fater thie himilisco thuruhthigan ist.;Mt 5 48
XXXIII, 1; Adtendite ne iustitiam vestram faciatis coram hominibus et videamini ab eis, alioquin mercedem non habebitis apud patrem vestrum qui in cælis est.;Uuartet íu tház ir iuuar reht ni tuot fora mannun, thaz ir gisehan sít fón ín, min odouúan lón ni habet mit iuuaremo fater thie in himile ist.;Mt 6 1
XXXIII, 2; Cum ergo facies elimosinam, noli tuba canere ante te, sicut hypochrite faciunt in sinagogis et in vicis, ut honorificentur ab hominibus. Amen dico vobis: receperunt mercedem suam.;Thanne tú tuos elimosinam, ni tuo trumbun singan fora thir, só thie lihhazara tuont in dingun inti in thorphun, thaz sie sín gierete fora mannun. Vúar sagen ih íu: sie intphiengun iro lón.;Mt 6 2
XXXIII, 3;Te autem faciente elimosinam, nesciat sinistra tua quid faciat dextera tua,  ut sit elimosina tua in abscondito, et pater tuus, qui videt in abscondito, reddet tibi.;Thir tuontemo elimosinam, ni uuizze íz thin uuinistra uuaz thin zesuua tuo, thaz thin elimosina sí in tougalnesse, inti thin fater, thie íz gisihit in tougalnesse, gelte thír.;Mt 6 3-4
XXXIV, 1; Et cum oratis, non eritis sicut hypochritæ, qui amant in sinagogis et in angulis platearum stantes orare, ut videantur ab hominibus. Amen dico vobis: receperunt mercedem suam.;Thanne ír betot, ni sít thanne sósó thie lihhizara, thie thar minnont in samanungu inti in giuuiggin strazono stantante beton, thaz sie sín gisehan fon mannun. Uúar ist thaz ih íu sagen: sie intphiengun iro mieta.;Mt 6 5
XXXIV, 2; Tu autem cum orabis, intra in cubiculum tuum et clauso ostio tuo ora patrem tuum in abscondito, et pater tuus qui videt in abscondito, reddet tibi.;Thanne thú mit thiu thú betos, gang innan thina camara, bislozanen thinen turin beto thinan fater in tougalnesse, inti thin fater thie gisihit in tougalnesse, giltit thir thanne.;Mt 6 6
XXXIV, 3;" Orantes autem nolite multum loqui sicut ethnici; putant enim quia in multiloquio exaudiantur.";Betonte ni curet filu sprehan sósó thie heidanon mán: sie uuanent thaz sie in iro filusprahhi sín gihórte.;Mt 6 7
XXXIV, 4; Nolite ergo adsimilari eis, scit enim pater vester quibus opus sit vobis, antequam petatis eum.;Ni curet uuarlihho ín gilih uuesan: uueiz íuuar fater uues íu thurft ist, ér thanne ír inan bitet.;Mt 6 8
XXXIV, 5; Tunc dixit unus e discipulis eius ad eum: domine, doce nos orare, sicut Iohannes docuit discipulos suos.;Thó quad ein sinero iungirono zi imo: truhtin, leri unsih beton, sósó Iohannes lerta sine iugiron.;Lc 11 1
XXXIV, 6;Et ait illis: cum oratis, dicite: pater noster qui in caelis es, sanctificetur nomen tuum,  adveniat regnum tuum, fiat voluntas tua, sicut in cælo et in terra,  panem nostrum cotidianum da nobis hodie,  et dimitte nobis debita nostra, sicut et nos dimittimus debitoribus nostris,  et ne inducas nos in temptationem, sed libera nos a malo.;Tho quad her ín: thanne ír betot, thanne quedet sús: fater unser thu thar bist in himile, si giheilagot thin namo, queme thín rihhi, si thín uuillo, só hér in himile ist, só si hér in erdu, unsar brót tagalihhaz gíb uns hiutu, inti furlaz uns unsara sculdi, só uúir fúrlazemes unsaren sculdigon, inti ni gileitest unsih in costunga, úzouh árlosi unsih fón ubile.;"Lc 11 2; Mt 6 9-10"
XXXIV, 7;Si enim dimiseritis hominibus peccata eorum, dimittet et vobis pater vester cælestis delicta vestra.  Si autem non dimiseritis hominibus, nec pater vester dimittet vobis peccata vestra.;Oba ír furlazet mannun iro sunta, thanne furlazit íu íuuar fater thie himilisco íuuara sunta. Oba ír ni furlazet mannun, thanne ni furlazit íu íuuar fater iuuara sunta.;Lc 11 14-15
XXXV, 1; Cum ieiunatis, nolite fieri sicut hypochritæ tristes, exterminant enim facies suas, ut pareant hominibus ieiunantes. Amen dico vobis, quia receperunt mercedem suam.;Thanne ír fastet, ni curet uuesan soso thie lihhazara sint gitruobte: sie tuont ungilihhaz ira annuzzi, thaz sie sih offonon mannun fastente. Uuar sagen ih íu, thaz sie ira mieta intphiengun.;Mt 6 16
XXXV, 2;Tu autem cum ieiunas, unge caput tuum et faciem tuam lava,  ne videaris hominibus ieiunans, sed patri tuo qui est in abscondito, et pater tuus qui videt in abscondito, reddet tibi.;Thanne thu fastes, salbo thín houbit inti thín annuzi thuah, zi thiu thaz thu mannun ni sís gisehán fastenti, úzouh thinemo fater ther ist in tougalnesse, inti thin fater thie gisihit in tougalnesse, giltit thír.;Mt 6 17-18
XXXV, 3; Nolite timere pusillus grex, quia conplacuit patri vestro dare vobis regnum.;Ni curet ir forhten luzzil euúit, uuanta gilihheta iuuaremo fater íu zi gebanne rihhi.;Lc 12 32
XXXV, 4; Vendite quæ possidetis et date elimosinam, facite vobis sacculos qui non veterescunt, thesaurum non deficientem in cælis.;Fúrcoufet thaz ír in héhti habet inti gebet elimosinam, tuot íu sekila thie in altent, treso unziganganti in himile.;Lc 12 33
XXXVI, 1;Nolite thesaurizare vobis thesauros in terra, ubi erugo et tinea demolitur,  thesaurizate autem vobis thesauros in cælo, ubi neque erugo neque tinea demolitur, et ubi fures non effodiunt nec furantur.;Ni curet íu trisiuuen treso in erdu, thar íz rost inti miliuúa fúrmalent, trisiuuet íu treso in himile, thar noh rost noh miliuua íz ni furmelit noh thioba ni grabent noh ni furstelent.;Mt 6 19-20
XXXVI, 2; Ubi enim est thesaurus tuus, ibi est et cor tuum.;Thar thin treso ist, thar ist thin herza.;Mt 6 21
XXXVI, 3;"Lucerna corporis est oculus; si fuerit oculus tuus simplex, totum corpus tuum lucidum erit;  si oculus tuus nequam fuerit, totum corpus tuum tenebrosum erit.";"Liohtfaz thes lihhamen ist ouga; oba thin ouga uuirdit luttar, thanne ist al thin lihhamo liohter; oba thin ouga aruuertit uuirdit, thanne ist al thin lihhamo finstar.";Mt 6 22-23
XXXVI, 4; Si ergo lumen quod in te est tenebre sunt, ipse tenebre quantæ erunt?;Oba thaz lioht thaz thar in thir ist finstarnessi ist, thiu finstarnessiu vvuo mihhilu sint?;
XXXVII, 1; Nemo potest duobus dominis servire, aut enim unum odio habebit et alterum diligit, aut unum sustinebit et alterum contemnet.;Nioman ni mag zuuein herron thionon, odo her einan hazzot inti anderan minnot, odo einan gitregit inti anderan ubarhugit.;Mt 6 24
XXXVII, 2; Non potestis deo servire et mammonae.;Ni mugut ir gote thionon inti uueroltuuolun.;
XXXVIII, 1; Ideo dico vobis: ne solliciti sitis animæ vestræ, quid manducetis, neque corpori vestro, quid induamini. Nonne anima plus est quam esca, et corpus plus quam vestimentum?;Bidiu quidu ih íu: ni sít suorcfolle íuuares ferahes, uuaz ír ezzet, noh iuuaremo lihhamen, mit hiu ír ín uuatet. Ia ist thaz ferah furira thanne tház muos inti furira thie lihhamo thanne thaz giuvati.;Mt 6 25
XXXVIII, 2; Respicite volatilia caeli, quoniam non serunt neque metunt neque congregant in horrea, et pater vester cælestis pascit illa. Nonne vos magis plures estis illis?;Scouuot himiles fugala, bithiu uuanta sie ni sauuent noh ni arnont noh ni samanont in skiura, inti iuuar fater thie himilisco fuotirit sie. Eno ni birut ir furirun thanne sie sín?;Mt 6 26
XXXVIII, 3; Quis autem vestrum cogitans potest adicere ad staturam suam cubitum unum? Si ergo neque quod minimum est potestis, quid de ceteris solliciti estis? et de vestimento quid solliciti estis?;Uuelih íuuar thenkenti mag zuogiouhhon zi sinero giuuahsti eina elina? Oba ir thaz ni mugut thaz thar minnista ist, ziu sorget ir thanne thes andares? inti fon themo giuuate zíu bírut ir sorgfolle?;"Mt 6 27; Lc 12 26; Mt 6 28"
XXXVIII, 4;Considerate lilia agri, quo modo crescunt: non laborant neque nent.  Dico autem vobis, quoniam nec Salomon in omni gloria sua coopertus est sicut unum ex istis.;"Scouuot thes accares lilia, vvuo sie uuahsen; sie ni arbeitent noh ni spinnent. Ih quidu íu, thaz Salomon in allero sinero diuridu ni uuas só bithekkit só ein fon thesen.";Mt 6 29
XXXVIII, 5; Si autem foenum agri, quod hodie est et cras in clibanum mittitur, deus sic vestit, quanto magis vos minime fidei?;Oba thaz grás thes accares, tház hiutu ist inti morgane in ouan uuirdit gisentit, gót só uúatit, vvuo mihhiles mér íuuih luciles gilouben?;Mt 6 30
XXXVIII, 6;Nolite ergo solliciti esse dicentes: quid manducabimus aut quid bibemus aut quo operiemur?  Hæc enim omnia gentes inquirunt. Scit enim pater vester quia his omnibus indigetis.;Ni curet ír suorgfolle uuesan sús quedante: uuaz ezzen uúir oda uúaz trinken uúir odá mit hiu uuaten uuir unsih? Thisu allu suohhent thiota. Uueiz íuuer fater thaz ír thes alles bithurfut.;Mt 6 31-32
XXXVIII, 7; Quaerite autem primum regnum dei et iustitiam eius, et omnia hæc adicientur vobis.;Suohhet zi heristen gotes rihhi inti sín reht, inti allu thisu uuerdent íu.;Mt 6 33
XXXVIII, 8; Nolite ergo solliciti esse in crastinum, crastinus enim dies sollicitus erit sibi ipse, sufficit diei malitia sua.;Ni curet suorgfolle uuesan zi morgane: thie morganlihho tág ther bisuorget sih selbo, ginuogi ist themo tage in sinemo baluuue.;Mt 6 34
XXXIX, 1;"Nolite iudicare, ut non iudicemini;  in quo enim iudicio iudicaveritis, iudicabimini.";"Ni curet tuomen, thaz ír ni sít furtuomte; sósó ír in tuome tuoment, só uuerdet ir gituomte.";Mt 7 1-2
XXXIX, 2; Nolite condemnare, et non condemnabimini. Dimittite, et dimittimini.;Ni curet furnidaren, thaz ir ni sít fúrnidarite. Furlazet ír, thanne furlazit mán íu.;Lc 6 37
XXXIX, 3; Date, et dabitur vobis: mensuram bonam, confertam et coagitatam et superfluentem dabunt in sinum vestrum.;Gebet, thanne gibit íu: guot méz gifultaz inti giuuegan inti ubarfliozentaz gebent in íuueran buosum.;Lc 6 38
XXXIX, 4; Et in qua mensura mensi fueritis, metietur vobis.;In themo mezze thie ír mezzet, ist íu gimezzan.;Mt 7 2
XXXIX, 5;Quid autem vides festucam in oculo fratris tui, et trabem in oculo tuo non vides?  Aut quomodo dicis fratri tuo: sine, eiciam festucam de oculo tuo, et ecce trabis in oculo tuo est?;Zi hiu gisihis thú thie fesun in ougen thines bruoder, inti balcon in thinemo ougen ni gisihist? Odo vvuo quidis thinemo bruoder: láz, ih aruuirphu thie fesun fon thinemo ougen, inti senu balco ist in thinemo ougen?;Mt 7 3-4
XXXIX, 6; Hypocrita, eice primum trabem de oculo tuo, et tunc videbis eicere festucam de oculo fratris tui.;Lihhizari, áruuirph zí heristen balcon fon thinemo ougen, thanne gisihis thú zí aruuerphanne fesun fon thines bruoder ougen.;Mt 7 5
XXXIX, 7; Nolite dare sanctum canibus, neque mittatis margaritas vestras ante porcos, ne forte conculcent eas pedibus suis et conversi disrumpant vos.;Ni curet heilagaz geban hunton, noh ni sentet íuuara merigrozza furi súin, min odouuan furtreten sie mit iro fuozun, inti giuuentite zibrehhent iuuih.;Mt 7 6
XL, 1;Quis vestrum habet amicum et ibit ad illum media nocte et dicit illi: amice, commoda mihi tres panes,  quoniam amicus meus venit de via ad me, et non habeo quod ponam ante illum.;Vuelih íuuer habet friunt inti ferit zi imo in mittero naht inti quidit imo: friunt, íntlih mír thriu brót, uuanta mín friunt quam fon uúege zi mir, inti ni haben uuaz íh gisezze furi inan.;Lc 11 5-6
XL, 2; Et ille de intus dicat: noli mihi molestus esse, iam ostium clausum est, et pueri mei mecum sunt in cubili, non possum surgere et dare tibi.;Her thanne fon innana quede: ni curi mir héuig uuesan, giu sint mino turi bislozano, inti mine knehta sint mit mír in camaru, ni mág arstanten inti geban thír.;Lc 11 7
XL, 3; Dico vobis, etsi non dabit illi surgens eo quod amicus eius sit, propter improbitatem tamen eius surgens et dabit illi quot habet necessarios.;Ih quidu íu, inti oba her ímo ni gibit, arstentit thanne úf, uuanta her sín friunt ist, thuruh sina únstillida arstentit inti gibit imo só manag so her bitharf.;Lc 11 8
XL, 4; Et ego vobis dico: petite et dabitur vobis, quærite et invenietis, pulsate et aperietur vobis.;Inti ih quidu íu: bitet, inti íu gibit mán, suohet inti ir findet, clophot inti íu intuot man.;Lc 11 9
XL, 5; Omnis enim qui petit accipit, et qui quærit invenit, et pulsanti aperietur.;Allero giuuelih thie bitit inphahit, inti thie suohhit findit, inti clophontemo uuirdit gioffanot.;Lc 11 10
XL, 6;Aut quis est ex vobis homo, quem si petierit filius suus panem, numquid lapidem porrigit ei,  aut si piscem petit, numquid serpentem porrigit ei, aut si ovum petierit, numquid porrigit illi scorpionem?;Odo uuer ist fon íu manno, then oba bitit sín sun brotes, ía ni gibit her imo stein? oba her fiskes bitit, ia ni gibit her imo thanne natrun? odo oba her eies bitit, ia ni gibit imo thanne scorpionem?;"Mt 7 9-10; Lc 11 12"
XL, 7; Si ergo vos, cum sitis mali, nostis bona dare filiis vestris, quanto magis pater vester qui in cælis est dabit bona petentibus se?;Oba ir, mit thiu ir ubile birut, uuizzut guot zi gebanne iuuueren kindon, vvuo mihhiles mér íuuer fater thie in himile ist gibit guotu inan bitenten?;Mt 7 11
XL, 8; Omnia ergo quecumque vultis ut faciant vobis homines, et vos facite eis, hæc est enim lex et prophetæ.;Allu thiu ir uuollet thaz íu man tuon, thiu tuot ir ín, thaz ist eúua inti uuizagon.;Mt 7 12
XL, 9; Intrate per angustam portam, quia lata porta et spatiosa via quæ ducit ad perditionem, et multi sunt qui intrant per eam.;Gét ín thuruh enga phorta, uuanta breit phorta inti uúit uúeg thie thar leitit zi furlore, inti manage sint thie thuruh thie gangent.;Mt 7 13
XL, 10; Quam angusta porta et arta via quæ ducit ad vitam! et pauci sunt qui inveniunt eam.;Vvuo engi ist thiu phorta inti bithuungan uúeg thie leitit zi libe! inti fohe sint thie then findent.;Mt 7 14
XLI, 1; Attendite a falsis prophetis, qui veniunt ad vos in vestimentis ovium, intrinsecus autem sunt lupi rapaces.;Vuartet íu fon luggen úuizagon, sie quement zi iu in giuuatin scafo, inuúertes sint sie ráze uúolua.;Mt 7 15
XLI, 2; A fructibus eorum cognoscetis eos.;Fon iro uuahsmon fúrstantet sie.;Mt 7 16
XLI, 3;Numquid colligunt de spinis uvas, aut de tribulis ficus?  Sic omnis arbor bona fructus bonos facit, mala autem arbor fructus malos facit.;Noh sie ni lesent fon thornun uúinberu, odo fon thistilon figun? Só giuuelih guot boum guotan uuahsmon tuot, ubil boum tuot ubilan uuahsmon.;Mt 7 17
XLI, 4; Non potest arbor bona fructus malos facere neque arbor mala fructus bonos facere.;Ni mag guot boum ubilan uuahsmon tuon noh ubil boum guotan uuahsmon tuon.;Mt 7 18
XLI, 5; Bonus homo de bono thesauro cordis sui profert bona, et malus homo de malo profert mala.;Guot mán fon guotemo treseuue sines hérzen frambringit guot, inti ubil man fon ubilemo bringit ubil.;Lc 6 45
XLI, 6; Ex abundantia enim cordis os loquitur.;Fon thero ginuhti thes hérzen sprihhit thie mund.;
XLI, 7; Omnis arbor quæ non facit fructum bonum, excidetur et in ignem mittitur.;Giuuelih boum thie thar ni tuot guotan uuahsmon, ist abafurhóuuan inti in fuir gisentit.;Mt 7 19
XLI, 8; Igitur ex fructibus eorum cognoscetis eos.;Uuarlihho fon iro uuahsmen furstantet ír sie.;Mt 7 20
XLII , 1; Non omnis qui dicit mihi: domine, domine! intrabit in regno cælorum, sed qui facit voluntatem patris mei qui in cælis est, ipse intrabit in regno cælorum.;Nalles iogiuuelih thie mir quidit: truhtin, truhtin! ni gat in himilo rihhi, ouh ther the tuot mines fater uuillon ther in himile ist, hér gát in himilo rihhi.;Mt 7 21
XLII , 2; Multi dicent mihi in illa die: domine, domine, nonne in nomine tuo prophetavimus et in nomine tuo eicimus demonia et in tuo nomine virtutes multas fecimus?;Manage quedent mir in themo tage: truhtin, truhtin, eno ni in thinemo namen uuizagotumes inti in thinemo namen úzvvurphumes diuuala inti in thinemo namen managiu megin tatumes?;Mt 7 22
XLII , 3; Et tunc confitebor illis: quia numquam novi vos, discedite a me qui operamini iniquitatem!;Thanne gih ih ín: bithiu uuanta ih nio in altere iuuih uuesta, áruuizet fon mír thie thar unreht uuirket!;Mt 7 23
XLIII , 1;"Omnis ergo qui audit verba hæc et facit ea assimilabitur viro sapienti qui ædificavit domum suam supra petram;  et descendit pluvia et venerunt flumina et flaverunt venti et inruerunt in domum illam, et non cecidit, fundata enim erat supra petram.";"Allero giuuelih thie thar gihórit thisu uuort inti tuot siu, ist gilih spahemo man thie thar gizimbrota sin hus ubar stein; inti nidarsteic regan inti quamun gusu inti bliesun uuinta inti anafielun in thaz hús, inti íz ni fiel, uuanta iz gifestinot uúas ubar stein.";Mt 7 24-25
XLIII , 2;"Et omnis qui audit verba mea haec et non facit ea similis est viro stulto qui aedificavit domum suam super harenam;  et descendit pluvia et venerunt flumina et flaverunt venti et inruerunt in domum illam, et cæcidit, et fuit ruina eius magna.";"Inti allero giuuelih thie thar thisu minu uuort gihórit inti siu ni tuot, ther ist gilih tumbemo man thie thar gizimbrota sín hús ubar sant; inti nidarsteig regan inti quamun gusu inti bliesun uuinta inti anafielun in thaz hús, inti iz fiel, inti uúas sin fal mihhil.";Mt 7 26-27
